,Attrition_Flag,Age,Gender,Dependent_Count,Education,Marital_Status,Income,Card_Category,Months_On_Book,Total_Relationship_Count,Months_Inactive,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
4502,Existing Customer,65.0,F,0,Uneducated,Unknown,Less than $40K,Silver,53,5,1.0,2.0,11097.0,0,11097.0,0.648,4836.0,83.0,0.5660000000000001,0.0
4503,Existing Customer,49.0,F,4,Graduate,Married,Unknown,Blue,40,5,1.0,1.0,8162.0,1704,6458.0,0.8190000000000001,4334.0,80.0,0.7390000000000001,0.209
4504,Existing Customer,44.0,M,4,Unknown,Single,$60K - $80K,Blue,36,3,1.0,2.0,18721.0,1568,17153.0,0.7879999999999999,4537.0,81.0,0.8,0.084
4505,Attrited Customer,62.0,F,0,High School,Unknown,Less than $40K,Blue,51,4,2.0,3.0,5210.0,0,5210.0,0.64,2162.0,36.0,0.161,0.0
4506,Existing Customer,43.0,F,2,Uneducated,Single,Less than $40K,Blue,36,5,2.0,4.0,1736.0,1513,223.0,0.8290000000000001,3462.0,67.0,0.5579999999999999,0.872
4507,Existing Customer,51.0,M,3,College,Married,$80K - $120K,Blue,34,5,2.0,4.0,1864.0,1427,437.0,0.725,3833.0,73.0,0.5870000000000001,0.7659999999999999
4508,Existing Customer,43.0,F,2,High School,Single,Less than $40K,Blue,37,4,3.0,0.0,6611.0,1041,5570.0,0.7440000000000001,4037.0,74.0,0.682,0.157
4509,Existing Customer,34.0,F,0,Graduate,Married,Unknown,Blue,13,4,1.0,4.0,7942.0,2087,5855.0,0.754,4068.0,66.0,0.61,0.263
4510,Attrited Customer,49.0,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,3,3.0,2.0,13382.0,1159,12223.0,0.40399999999999997,1828.0,45.0,0.5,0.087
4511,Attrited Customer,63.0,M,0,Graduate,Single,Unknown,Blue,55,5,0.0,2.0,18550.0,0,18550.0,0.9079999999999999,2616.0,42.0,0.826,0.0
4512,Existing Customer,39.0,F,3,Graduate,Single,Less than $40K,Blue,36,4,3.0,4.0,2650.0,1646,1004.0,0.747,4512.0,80.0,0.509,0.621
4513,Attrited Customer,37.0,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,2.0,4.0,1696.0,0,1696.0,0.857,2095.0,43.0,0.536,0.0
4514,Existing Customer,40.0,F,3,Graduate,Single,Less than $40K,Blue,33,3,1.0,1.0,2628.0,1771,857.0,0.7879999999999999,4316.0,72.0,0.6,0.674
4515,Existing Customer,46.0,F,3,Unknown,Married,$40K - $60K,Blue,39,6,3.0,2.0,1457.0,563,894.0,0.711,3967.0,69.0,0.568,0.386
4516,Existing Customer,46.0,M,5,Uneducated,Unknown,$80K - $120K,Blue,28,6,1.0,1.0,34516.0,1259,33257.0,0.6709999999999999,4300.0,94.0,0.741,0.036000000000000004
4517,Existing Customer,40.0,F,4,Uneducated,Single,Unknown,Blue,32,3,1.0,3.0,3056.0,2038,1018.0,0.675,4734.0,73.0,0.659,0.667
4518,Existing Customer,52.0,M,2,High School,Single,$80K - $120K,Blue,44,6,2.0,4.0,2650.0,1049,1601.0,0.8740000000000001,4218.0,64.0,0.73,0.396
4519,Existing Customer,58.0,F,1,College,Married,Less than $40K,Blue,38,4,2.0,3.0,3331.0,2251,1080.0,1.044,5379.0,92.0,0.643,0.6759999999999999
4520,Existing Customer,49.0,F,1,Uneducated,Unknown,Less than $40K,Blue,38,6,2.0,1.0,3343.0,1820,1523.0,0.727,4507.0,63.0,0.703,0.544
4521,Attrited Customer,51.0,M,2,High School,Married,$60K - $80K,Blue,46,5,3.0,2.0,4123.0,1760,2363.0,0.8690000000000001,2447.0,40.0,0.429,0.4270000000000001
4522,Existing Customer,55.0,F,1,Unknown,Married,Less than $40K,Blue,36,3,1.0,0.0,2677.0,1555,1122.0,0.639,4757.0,81.0,0.688,0.581
4523,Attrited Customer,57.0,F,0,Graduate,Single,Less than $40K,Blue,45,4,3.0,3.0,3023.0,2517,506.0,0.6459999999999999,2477.0,42.0,0.615,0.833
4524,Existing Customer,56.0,F,2,High School,Married,Less than $40K,Blue,47,4,3.0,1.0,2238.0,1324,914.0,0.762,4108.0,72.0,0.846,0.5920000000000001
4525,Attrited Customer,59.0,F,2,High School,Married,Unknown,Blue,51,3,3.0,3.0,3875.0,1397,2478.0,0.573,2312.0,49.0,0.581,0.361
4526,Existing Customer,42.0,M,2,Post-Graduate,Single,$60K - $80K,Blue,26,6,2.0,3.0,20803.0,1747,19056.0,0.311,4012.0,60.0,0.429,0.084
4527,Attrited Customer,48.0,M,2,Doctorate,Single,$40K - $60K,Blue,42,6,3.0,2.0,2760.0,0,2760.0,0.5760000000000001,1759.0,34.0,0.214,0.0
4528,Existing Customer,45.0,M,3,Doctorate,Single,$80K - $120K,Blue,36,6,2.0,4.0,9086.0,1254,7832.0,0.93,3906.0,81.0,0.8,0.138
4529,Existing Customer,47.0,M,3,Graduate,Unknown,$60K - $80K,Blue,36,4,3.0,2.0,21142.0,0,21142.0,0.812,4360.0,66.0,1.357,0.0
4530,Existing Customer,62.0,M,0,Unknown,Single,Less than $40K,Blue,36,3,2.0,4.0,3653.0,1769,1884.0,0.825,4423.0,67.0,0.763,0.484
4531,Existing Customer,44.0,F,3,Uneducated,Unknown,Less than $40K,Blue,36,6,2.0,4.0,1713.0,0,1713.0,0.6779999999999999,3999.0,66.0,1.062,0.0
4532,Existing Customer,55.0,M,2,Graduate,Single,$80K - $120K,Blue,46,3,1.0,4.0,34516.0,1718,32798.0,0.51,5220.0,74.0,0.423,0.05
4533,Existing Customer,43.0,M,4,Graduate,Single,$80K - $120K,Blue,33,4,1.0,1.0,6548.0,1244,5304.0,0.667,4354.0,79.0,0.927,0.19
4534,Existing Customer,35.0,F,2,Doctorate,Married,$40K - $60K,Blue,27,6,1.0,0.0,1953.0,1554,399.0,0.581,4598.0,71.0,0.6509999999999999,0.7959999999999999
4535,Existing Customer,49.0,M,3,High School,Unknown,$40K - $60K,Blue,38,4,1.0,3.0,3051.0,1783,1268.0,0.732,4887.0,69.0,0.725,0.584
4536,Attrited Customer,44.0,M,3,Graduate,Married,$80K - $120K,Blue,25,5,2.0,3.0,25256.0,966,24290.0,0.488,2048.0,40.0,0.33299999999999996,0.038
4537,Attrited Customer,48.0,F,3,Graduate,Single,Unknown,Blue,36,3,3.0,1.0,1630.0,1243,387.0,0.4,1884.0,43.0,0.303,0.763
4538,Existing Customer,42.0,M,4,High School,Married,$120K +,Gold,30,6,2.0,4.0,34516.0,1045,33471.0,0.848,3574.0,75.0,0.9229999999999999,0.03
4539,Existing Customer,43.0,M,4,Unknown,Married,$40K - $60K,Blue,37,3,2.0,3.0,10800.0,1491,9309.0,0.5429999999999999,3966.0,77.0,0.638,0.138
4540,Attrited Customer,39.0,F,1,Graduate,Single,Less than $40K,Blue,26,3,3.0,1.0,1876.0,1536,340.0,0.7120000000000001,2579.0,47.0,0.469,0.8190000000000001
4541,Attrited Customer,42.0,M,5,Unknown,Married,$60K - $80K,Blue,36,2,3.0,2.0,4963.0,0,4963.0,0.637,2335.0,40.0,0.429,0.0
4542,Existing Customer,44.0,M,1,Graduate,Single,$60K - $80K,Blue,37,3,1.0,4.0,16739.0,1229,15510.0,0.4970000000000001,4014.0,69.0,0.568,0.073
4544,Existing Customer,46.0,M,3,College,Single,$80K - $120K,Silver,38,3,3.0,1.0,34516.0,1278,33238.0,0.51,4699.0,73.0,0.622,0.037000000000000005
4545,Existing Customer,50.0,M,2,College,Married,$60K - $80K,Blue,37,4,1.0,2.0,4743.0,1687,3056.0,0.9570000000000001,3739.0,55.0,0.618,0.35600000000000004
4546,Existing Customer,43.0,M,3,College,Unknown,$60K - $80K,Blue,33,4,3.0,4.0,9382.0,1455,7927.0,0.48200000000000004,3412.0,71.0,0.821,0.155
4547,Existing Customer,45.0,F,3,Uneducated,Single,Less than $40K,Blue,30,3,2.0,3.0,2059.0,1118,941.0,0.7879999999999999,4110.0,71.0,1.1520000000000001,0.5429999999999999
4548,Existing Customer,58.0,M,2,Unknown,Divorced,$60K - $80K,Blue,52,6,2.0,3.0,20410.0,1196,19214.0,0.726,3525.0,78.0,0.733,0.059000000000000004
4549,Existing Customer,39.0,F,2,Graduate,Divorced,Less than $40K,Blue,31,5,3.0,4.0,6798.0,918,5880.0,0.6709999999999999,3961.0,69.0,0.605,0.135
4550,Existing Customer,44.0,F,2,Unknown,Single,Less than $40K,Blue,32,3,1.0,4.0,6472.0,2128,4344.0,0.58,3592.0,66.0,0.833,0.32899999999999996
4551,Existing Customer,45.0,M,3,High School,Single,Less than $40K,Blue,29,4,1.0,2.0,2766.0,1985,781.0,0.7959999999999999,4480.0,70.0,0.75,0.718
4552,Existing Customer,55.0,F,2,Graduate,Married,Less than $40K,Blue,46,5,3.0,4.0,1438.3,0,1438.3,0.907,4271.0,79.0,0.7559999999999999,0.0
4553,Existing Customer,49.0,F,2,College,Married,Less than $40K,Blue,35,3,3.0,4.0,3283.0,1856,1427.0,1.103,4498.0,64.0,0.8290000000000001,0.565
4554,Existing Customer,46.0,F,3,Graduate,Married,Less than $40K,Blue,37,5,1.0,3.0,2470.0,1961,509.0,0.802,4519.0,78.0,0.733,0.794
4555,Existing Customer,43.0,M,4,Unknown,Married,$120K +,Blue,37,3,1.0,3.0,20695.0,1250,19445.0,0.605,3924.0,82.0,0.7829999999999999,0.06
4556,Existing Customer,42.0,F,5,Graduate,Married,Less than $40K,Blue,36,5,2.0,4.0,4228.0,1709,2519.0,0.493,4389.0,79.0,0.58,0.40399999999999997
4557,Existing Customer,45.0,M,3,Graduate,Unknown,$80K - $120K,Blue,28,5,3.0,1.0,31743.0,1332,30411.0,0.665,4293.0,73.0,0.622,0.042
4558,Existing Customer,48.0,F,4,Unknown,Unknown,Less than $40K,Blue,29,6,3.0,4.0,3212.0,2517,695.0,0.785,4284.0,69.0,1.3,0.784
4559,Existing Customer,47.0,F,3,Unknown,Single,Unknown,Blue,42,3,2.0,2.0,5884.0,1382,4502.0,0.91,4477.0,82.0,0.745,0.235
4560,Existing Customer,44.0,F,3,Unknown,Single,Less than $40K,Blue,33,6,2.0,3.0,1724.0,0,1724.0,0.669,4768.0,80.0,0.86,0.0
4561,Attrited Customer,59.0,F,1,Graduate,Married,Less than $40K,Blue,36,2,3.0,3.0,2468.0,0,2468.0,0.5,2017.0,37.0,0.762,0.0
4562,Attrited Customer,49.0,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,3.0,3.0,1438.3,0,1438.3,0.409,1849.0,43.0,0.536,0.0
4563,Existing Customer,47.0,F,5,Graduate,Married,Less than $40K,Blue,42,5,1.0,2.0,3111.0,1541,1570.0,0.6559999999999999,4570.0,68.0,0.511,0.495
4564,Existing Customer,58.0,F,1,High School,Married,Less than $40K,Blue,46,4,1.0,3.0,2799.0,1532,1267.0,0.583,4214.0,83.0,0.537,0.547
4565,Existing Customer,48.0,F,3,College,Married,Less than $40K,Blue,36,5,3.0,0.0,1912.0,1163,749.0,0.871,4786.0,81.0,0.723,0.608
4566,Existing Customer,46.0,M,3,College,Married,$80K - $120K,Blue,41,4,3.0,1.0,18927.0,887,18040.0,1.065,3101.0,54.0,1.0,0.047
4567,Attrited Customer,51.0,F,3,Graduate,Married,Less than $40K,Blue,46,1,4.0,3.0,2016.0,395,1621.0,0.711,2473.0,44.0,0.5710000000000001,0.196
4568,Existing Customer,51.0,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,43,4,2.0,0.0,4830.0,1970,2860.0,0.799,4850.0,80.0,0.633,0.408
4569,Attrited Customer,56.0,M,2,Graduate,Single,$80K - $120K,Blue,36,1,2.0,2.0,1438.3,0,1438.3,0.65,2123.0,37.0,0.542,0.0
4570,Existing Customer,50.0,F,3,High School,Single,Less than $40K,Blue,36,4,3.0,1.0,1986.0,1614,372.0,0.5539999999999999,4442.0,64.0,0.73,0.813
4571,Existing Customer,47.0,M,2,Unknown,Single,$80K - $120K,Blue,41,6,1.0,1.0,2877.0,1136,1741.0,0.7559999999999999,4006.0,68.0,0.478,0.395
4572,Existing Customer,53.0,F,1,College,Single,Less than $40K,Blue,45,3,2.0,2.0,2312.0,1997,315.0,0.787,5085.0,78.0,0.773,0.8640000000000001
4573,Existing Customer,46.0,F,3,Graduate,Married,$40K - $60K,Blue,39,3,3.0,2.0,2644.0,2126,518.0,0.748,3601.0,66.0,0.65,0.804
4574,Existing Customer,39.0,F,1,Uneducated,Single,Less than $40K,Blue,35,5,3.0,0.0,2062.0,1302,760.0,0.631,3785.0,63.0,0.75,0.631
4575,Existing Customer,50.0,F,1,Graduate,Married,Less than $40K,Blue,35,5,2.0,2.0,3510.0,1881,1629.0,0.66,3808.0,81.0,0.884,0.536
4576,Existing Customer,55.0,M,2,Graduate,Single,$80K - $120K,Blue,36,3,2.0,1.0,15026.0,916,14110.0,0.721,3281.0,63.0,0.8,0.061
4577,Attrited Customer,50.0,M,3,College,Unknown,$80K - $120K,Blue,37,1,3.0,2.0,27186.0,0,27186.0,0.504,1704.0,34.0,0.478,0.0
4578,Existing Customer,45.0,M,5,High School,Married,$60K - $80K,Blue,36,6,3.0,2.0,2174.0,877,1297.0,0.644,4596.0,71.0,0.449,0.40299999999999997
4579,Existing Customer,42.0,M,3,College,Single,$80K - $120K,Blue,36,6,1.0,0.0,29535.0,895,28640.0,0.9520000000000001,3934.0,74.0,0.644,0.03
4580,Existing Customer,50.0,F,2,High School,Single,Less than $40K,Blue,43,4,2.0,1.0,2974.0,2090,884.0,0.975,4297.0,88.0,0.833,0.703
4581,Attrited Customer,50.0,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,2.0,2.0,1438.3,0,1438.3,0.6579999999999999,2329.0,43.0,0.593,0.0
4582,Existing Customer,51.0,F,3,Uneducated,Married,Less than $40K,Blue,39,3,3.0,0.0,8148.0,701,7447.0,0.8190000000000001,4124.0,87.0,0.8909999999999999,0.086
4584,Attrited Customer,37.0,F,3,Unknown,Single,Unknown,Blue,24,2,3.0,2.0,2054.0,0,2054.0,0.87,2567.0,43.0,0.593,0.0
4585,Attrited Customer,43.0,M,2,High School,Married,$120K +,Blue,36,6,2.0,4.0,34516.0,1477,33039.0,0.324,1868.0,40.0,0.212,0.043
4586,Existing Customer,37.0,F,1,High School,Single,Less than $40K,Blue,23,6,3.0,4.0,1879.0,1486,393.0,0.836,5202.0,88.0,0.6920000000000001,0.7909999999999999
4587,Existing Customer,45.0,M,4,High School,Single,$80K - $120K,Blue,34,3,2.0,3.0,15913.0,1696,14217.0,0.632,4472.0,86.0,0.792,0.107
4588,Existing Customer,44.0,F,2,High School,Single,Less than $40K,Blue,36,5,3.0,4.0,8685.0,0,8685.0,0.6659999999999999,2473.0,56.0,0.6,0.0
4589,Existing Customer,60.0,F,2,Uneducated,Unknown,$40K - $60K,Blue,52,4,3.0,2.0,2676.0,1740,936.0,0.735,3863.0,69.0,0.725,0.65
4590,Existing Customer,58.0,F,1,Post-Graduate,Single,Less than $40K,Blue,36,6,2.0,4.0,1438.3,0,1438.3,0.657,4722.0,89.0,0.745,0.0
4591,Existing Customer,42.0,M,2,Graduate,Single,$40K - $60K,Blue,28,3,1.0,3.0,1711.0,0,1711.0,0.983,4496.0,77.0,0.925,0.0
4592,Existing Customer,61.0,M,0,High School,Single,$40K - $60K,Blue,48,3,2.0,4.0,2572.0,1969,603.0,0.644,4313.0,84.0,0.787,0.7659999999999999
4595,Attrited Customer,39.0,M,1,Unknown,Single,$40K - $60K,Blue,33,3,3.0,4.0,2088.0,975,1113.0,1.1440000000000001,2866.0,59.0,0.735,0.467
4596,Existing Customer,43.0,F,3,Unknown,Married,Less than $40K,Silver,32,4,3.0,2.0,10466.0,2080,8386.0,0.648,4116.0,64.0,0.684,0.19899999999999998
4598,Existing Customer,50.0,F,4,Unknown,Married,Less than $40K,Blue,45,4,1.0,4.0,1488.0,755,733.0,0.7829999999999999,4451.0,65.0,0.711,0.507
4599,Existing Customer,44.0,M,2,College,Married,$60K - $80K,Blue,27,3,1.0,2.0,19114.0,1754,17360.0,0.865,4413.0,69.0,0.725,0.092
4600,Existing Customer,30.0,F,1,Uneducated,Single,Unknown,Blue,24,3,5.0,4.0,7536.0,1272,6264.0,0.6829999999999999,4189.0,86.0,0.9109999999999999,0.16899999999999998
4601,Existing Customer,47.0,F,1,Graduate,Single,Unknown,Blue,37,6,3.0,3.0,2441.0,1672,769.0,0.893,4439.0,74.0,0.682,0.685
4602,Existing Customer,47.0,M,3,Graduate,Married,$80K - $120K,Blue,42,6,3.0,3.0,13189.0,1205,11984.0,0.708,3821.0,83.0,0.66,0.091
4603,Attrited Customer,49.0,F,3,Post-Graduate,Married,Less than $40K,Blue,35,3,3.0,2.0,1914.0,0,1914.0,0.677,2687.0,41.0,0.414,0.0
4604,Existing Customer,42.0,F,2,Graduate,Divorced,$40K - $60K,Blue,31,6,2.0,1.0,2468.0,1850,618.0,0.775,4483.0,77.0,0.54,0.75
4605,Existing Customer,57.0,F,1,Unknown,Single,Less than $40K,Blue,44,4,3.0,2.0,2564.0,1258,1306.0,1.156,2673.0,43.0,0.87,0.491
4606,Attrited Customer,43.0,F,4,Unknown,Married,Less than $40K,Blue,24,6,2.0,3.0,1679.0,951,728.0,0.706,2492.0,43.0,0.593,0.5660000000000001
4607,Existing Customer,44.0,F,3,High School,Single,$40K - $60K,Blue,37,4,1.0,1.0,3410.0,1110,2300.0,0.63,5102.0,63.0,0.615,0.326
4608,Existing Customer,45.0,F,3,Uneducated,Married,Less than $40K,Blue,38,6,5.0,1.0,2728.0,0,2728.0,0.879,4554.0,75.0,0.7440000000000001,0.0
4609,Existing Customer,51.0,M,3,High School,Single,$60K - $80K,Blue,43,5,3.0,3.0,7119.0,1513,5606.0,0.925,4969.0,84.0,0.909,0.213
4610,Existing Customer,57.0,F,0,High School,Divorced,Less than $40K,Blue,36,5,1.0,3.0,3532.0,869,2663.0,1.038,4297.0,64.0,0.778,0.24600000000000002
4611,Existing Customer,60.0,F,1,Uneducated,Single,Unknown,Blue,50,6,3.0,3.0,7459.0,1717,5742.0,1.001,4328.0,68.0,0.581,0.23
4612,Existing Customer,64.0,F,0,Graduate,Single,Less than $40K,Blue,56,4,2.0,3.0,2294.0,1582,712.0,0.775,3951.0,79.0,0.8809999999999999,0.69
4613,Existing Customer,37.0,M,3,Graduate,Married,$80K - $120K,Blue,18,5,3.0,2.0,1663.0,0,1663.0,0.778,3950.0,82.0,0.8640000000000001,0.0
4614,Existing Customer,49.0,F,3,Unknown,Single,$40K - $60K,Blue,42,4,3.0,4.0,5129.0,1654,3475.0,0.618,3192.0,61.0,0.848,0.322
4615,Attrited Customer,53.0,F,4,Graduate,Married,Less than $40K,Blue,37,3,2.0,3.0,1722.0,0,1722.0,0.863,2141.0,35.0,0.34600000000000003,0.0
4616,Existing Customer,46.0,F,4,Graduate,Married,Unknown,Blue,40,5,3.0,4.0,2586.0,1270,1316.0,0.675,4481.0,77.0,0.925,0.491
4617,Existing Customer,50.0,F,2,High School,Single,Less than $40K,Blue,46,5,3.0,2.0,8708.0,996,7712.0,0.527,3927.0,60.0,0.935,0.114
4618,Existing Customer,56.0,F,3,Unknown,Single,Less than $40K,Blue,50,5,2.0,2.0,8869.0,0,8869.0,0.721,3270.0,63.0,0.8,0.0
4619,Existing Customer,45.0,F,3,Graduate,Married,Less than $40K,Blue,34,6,2.0,3.0,2641.0,1336,1305.0,1.0190000000000001,4224.0,77.0,0.7909999999999999,0.506
4620,Existing Customer,43.0,M,4,High School,Divorced,$80K - $120K,Blue,36,3,3.0,2.0,34516.0,1048,33468.0,0.8640000000000001,4192.0,73.0,0.738,0.03
4622,Existing Customer,47.0,F,3,Unknown,Single,Less than $40K,Blue,36,3,1.0,4.0,1965.0,1175,790.0,0.657,4579.0,87.0,0.74,0.598
4623,Existing Customer,50.0,F,0,High School,Married,Less than $40K,Blue,36,4,3.0,2.0,1513.0,0,1513.0,0.8540000000000001,4759.0,98.0,0.7190000000000001,0.0
4624,Attrited Customer,42.0,M,4,College,Single,$40K - $60K,Blue,36,5,2.0,3.0,10543.0,0,10543.0,0.509,1841.0,39.0,0.5,0.0
4625,Existing Customer,49.0,M,1,Graduate,Single,$80K - $120K,Blue,42,6,2.0,1.0,17764.0,1459,16305.0,0.9640000000000001,2750.0,57.0,0.9,0.08199999999999999
4626,Existing Customer,50.0,F,2,Graduate,Single,$40K - $60K,Blue,43,4,1.0,3.0,1438.3,0,1438.3,1.196,4512.0,77.0,0.833,0.0
4627,Existing Customer,49.0,F,2,College,Single,$40K - $60K,Blue,36,3,2.0,1.0,6371.0,1946,4425.0,0.5820000000000001,3592.0,79.0,0.7559999999999999,0.305
4628,Existing Customer,43.0,M,4,Graduate,Divorced,$80K - $120K,Blue,36,5,1.0,1.0,19188.0,1622,17566.0,0.75,4282.0,52.0,0.9259999999999999,0.085
4629,Existing Customer,60.0,M,0,College,Unknown,Less than $40K,Blue,47,6,3.0,3.0,3076.0,2257,819.0,0.795,4522.0,75.0,0.47100000000000003,0.7340000000000001
4630,Existing Customer,49.0,M,4,Graduate,Single,$40K - $60K,Blue,42,3,3.0,2.0,2822.0,1501,1321.0,1.043,4344.0,68.0,1.194,0.532
4631,Attrited Customer,42.0,F,4,College,Married,$40K - $60K,Blue,37,3,3.0,1.0,4139.0,0,4139.0,0.547,2232.0,41.0,0.46399999999999997,0.0
4632,Existing Customer,42.0,M,3,College,Single,$80K - $120K,Silver,26,3,2.0,2.0,34516.0,904,33612.0,0.726,3910.0,68.0,0.659,0.026000000000000002
4633,Existing Customer,43.0,M,3,Graduate,Single,$120K +,Blue,23,5,2.0,2.0,4121.0,2084,2037.0,0.807,3462.0,49.0,1.042,0.506
4634,Existing Customer,42.0,F,2,Doctorate,Unknown,Less than $40K,Silver,36,6,1.0,2.0,10074.0,1079,8995.0,0.813,3338.0,65.0,0.711,0.107
4635,Existing Customer,43.0,M,5,Uneducated,Married,$60K - $80K,Blue,36,6,2.0,4.0,2621.0,598,2023.0,0.9670000000000001,4852.0,85.0,0.7709999999999999,0.228
4636,Existing Customer,47.0,M,1,High School,Married,$60K - $80K,Blue,29,3,2.0,2.0,3394.0,0,3394.0,0.45399999999999996,3115.0,69.0,0.816,0.0
4637,Existing Customer,56.0,M,1,Uneducated,Single,$80K - $120K,Blue,45,3,1.0,2.0,17628.0,1414,16214.0,0.603,3991.0,76.0,0.617,0.08
4638,Existing Customer,56.0,M,2,Doctorate,Single,$80K - $120K,Blue,48,4,3.0,3.0,4480.0,2465,2015.0,0.772,3331.0,74.0,0.682,0.55
4639,Existing Customer,43.0,F,3,High School,Unknown,Less than $40K,Blue,39,5,3.0,2.0,3370.0,2284,1086.0,0.6729999999999999,4084.0,70.0,0.628,0.6779999999999999
4640,Attrited Customer,38.0,M,2,Unknown,Single,$60K - $80K,Blue,33,2,3.0,2.0,12871.0,0,12871.0,0.598,2413.0,53.0,0.606,0.0
4641,Existing Customer,47.0,F,1,Graduate,Married,Unknown,Blue,34,3,2.0,2.0,3112.0,2023,1089.0,0.757,4613.0,86.0,0.593,0.65
4642,Attrited Customer,57.0,F,3,Unknown,Single,Less than $40K,Blue,49,1,3.0,5.0,1551.0,790,761.0,0.8109999999999999,2379.0,46.0,0.769,0.509
4643,Existing Customer,44.0,M,3,Graduate,Single,$60K - $80K,Blue,37,5,2.0,3.0,1682.0,930,752.0,0.903,3309.0,67.0,1.03,0.5529999999999999
4644,Existing Customer,42.0,F,1,High School,Married,Less than $40K,Blue,36,5,3.0,3.0,2758.0,2017,741.0,0.883,4119.0,73.0,1.028,0.731
4645,Existing Customer,49.0,F,1,High School,Married,Less than $40K,Blue,39,5,2.0,2.0,1909.0,866,1043.0,0.88,4697.0,83.0,0.8440000000000001,0.45399999999999996
4646,Existing Customer,48.0,M,2,High School,Married,$80K - $120K,Blue,44,5,1.0,2.0,11332.0,1647,9685.0,0.542,4674.0,72.0,0.7140000000000001,0.145
4647,Existing Customer,44.0,M,5,Doctorate,Single,$120K +,Blue,31,5,1.0,2.0,7567.0,2496,5071.0,0.7090000000000001,4076.0,60.0,0.579,0.33
4648,Attrited Customer,42.0,M,4,Unknown,Married,$60K - $80K,Blue,36,3,2.0,2.0,6743.0,1737,5006.0,0.598,1934.0,30.0,0.579,0.258
4649,Attrited Customer,48.0,M,4,Unknown,Single,$80K - $120K,Blue,36,3,3.0,3.0,32838.0,1717,31121.0,0.995,2538.0,42.0,0.4,0.052000000000000005
4650,Attrited Customer,42.0,F,3,Doctorate,Single,Less than $40K,Blue,30,2,3.0,3.0,1438.3,0,1438.3,0.373,1693.0,37.0,0.423,0.0
4651,Existing Customer,43.0,M,4,Unknown,Married,$80K - $120K,Blue,38,5,1.0,2.0,2510.0,1508,1002.0,0.728,3623.0,63.0,0.853,0.601
4652,Existing Customer,50.0,F,3,Uneducated,Unknown,Less than $40K,Blue,43,6,2.0,1.0,3199.0,2517,682.0,0.6990000000000001,4483.0,87.0,0.7759999999999999,0.787
4653,Existing Customer,35.0,F,1,High School,Married,Less than $40K,Blue,26,4,2.0,3.0,1918.0,900,1018.0,0.873,4237.0,76.0,0.9,0.469
4654,Attrited Customer,47.0,M,2,High School,Married,$60K - $80K,Blue,39,2,3.0,1.0,18660.0,728,17932.0,0.40299999999999997,1682.0,43.0,0.303,0.039
4655,Attrited Customer,41.0,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,33,3,2.0,3.0,7591.0,0,7591.0,0.648,2302.0,42.0,0.5,0.0
4656,Existing Customer,43.0,M,2,College,Single,$120K +,Blue,37,6,3.0,1.0,14315.0,1348,12967.0,0.6809999999999999,3694.0,67.0,0.718,0.094
4657,Existing Customer,64.0,F,1,High School,Divorced,Unknown,Blue,36,3,3.0,1.0,18038.0,1184,16854.0,0.8270000000000001,4168.0,64.0,0.6,0.066
4658,Existing Customer,42.0,F,4,Graduate,Single,Less than $40K,Blue,34,3,2.0,3.0,1853.0,0,1853.0,0.846,4544.0,72.0,0.565,0.0
4659,Existing Customer,49.0,M,5,Doctorate,Single,$40K - $60K,Blue,43,3,1.0,1.0,4951.0,2002,2949.0,0.684,4192.0,62.0,0.55,0.40399999999999997
4660,Existing Customer,46.0,M,3,Uneducated,Single,$120K +,Blue,27,4,2.0,3.0,34516.0,2213,32303.0,0.584,4492.0,71.0,0.821,0.064
4661,Attrited Customer,51.0,F,0,Graduate,Married,Less than $40K,Blue,32,4,2.0,3.0,1757.0,331,1426.0,0.879,2377.0,47.0,0.516,0.188
4662,Existing Customer,47.0,M,5,Graduate,Married,$60K - $80K,Blue,38,5,3.0,4.0,24033.0,612,23421.0,0.635,3578.0,75.0,0.531,0.025
4663,Existing Customer,38.0,F,2,Unknown,Single,$40K - $60K,Blue,29,5,3.0,2.0,3276.0,2331,945.0,0.5670000000000001,4345.0,68.0,0.511,0.7120000000000001
4664,Existing Customer,52.0,M,1,Unknown,Married,$120K +,Blue,40,4,1.0,2.0,3614.0,0,3614.0,0.6709999999999999,4561.0,82.0,0.907,0.0
4665,Existing Customer,47.0,M,4,High School,Divorced,$60K - $80K,Blue,36,6,1.0,3.0,1943.0,1654,289.0,0.648,3392.0,70.0,0.591,0.851
4666,Attrited Customer,40.0,F,2,Post-Graduate,Married,$40K - $60K,Blue,25,2,2.0,4.0,3795.0,2517,1278.0,0.563,1633.0,32.0,0.778,0.6629999999999999
4667,Existing Customer,43.0,F,3,Graduate,Single,Less than $40K,Blue,30,3,3.0,1.0,4075.0,2189,1886.0,0.695,3956.0,71.0,0.732,0.537
